FID Sex Sample_ID POP_CODE POP_NAME SuperPOP_CODE
HG01676 female SAME123284 IBS Spanish EUR
HG01678 male SAME123292 IBS Spanish EUR
HG01679 female SAME123293 IBS Spanish EUR
HG01680 male SAME124656 IBS Spanish EUR
HG01682 male SAME124654 IBS Spanish EUR
HG01684 female SAME124660 IBS Spanish EUR
HG01685 female SAME124659 IBS Spanish EUR
HG01686 male SAME124658 IBS Spanish EUR
HG01694 male SAME124844 IBS Spanish EUR
HG01695 female SAME124845 IBS Spanish EUR
HG01697 female SAME1839223 IBS Spanish EUR
HG01699 male SAME1839210 IBS Spanish EUR
HG01700 male SAME123261 IBS Spanish EUR
HG01702 female SAME123259 IBS Spanish EUR
HG01704 female SAME123265 IBS Spanish EUR
HG01705 male SAME123266 IBS Spanish EUR
HG01707 female SAME123264 IBS Spanish EUR
HG01708 male SAME123253 IBS Spanish EUR
HG01709 male SAME123229 IBS Spanish EUR
HG01710 female SAME123084 IBS Spanish EUR
HG01746 female SAME125180 IBS Spanish EUR
HG01747 male SAME125181 IBS Spanish EUR
HG01756 male SAME124988 IBS Spanish EUR
HG01757 female SAME124987 IBS Spanish EUR
HG01761 male SAME124810 IBS Spanish EUR
HG01762 female SAME124811 IBS Spanish EUR
HG01765 male SAME1839681 IBS Spanish EUR
HG01766 female SAME1839673 IBS Spanish EUR
HG01767 male SAME1839671 IBS Spanish EUR
HG01768 female SAME1839665 IBS Spanish EUR
HG01770 female SAME124638 IBS Spanish EUR
HG01771 male SAME124637 IBS Spanish EUR
HG01773 female SAME124635 IBS Spanish EUR
HG01775 male SAME124633 IBS Spanish EUR
HG01776 female SAME124632 IBS Spanish EUR
HG01777 male SAME124631 IBS Spanish EUR
HG01779 female SAME124629 IBS Spanish EUR
HG01781 male SAME124921 IBS Spanish EUR
HG01783 male SAME124427 IBS Spanish EUR
HG01784 female SAME124431 IBS Spanish EUR
HG01785 male SAME1839313 IBS Spanish EUR
HG01786 female SAME1839312 IBS Spanish EUR
HG01789 male SAME124433 GBR British EUR
HG01790 female SAME124222 GBR British EUR
HG01791 male SAME124221 GBR British EUR
HG01794 female SAME124218 CDX Dai EAS
HG01795 female SAME124217 CDX Dai-Chinese EAS
HG01796 female SAME124220 CDX Dai-Chinese EAS
HG01797 female SAME124219 CDX Dai-Chinese EAS
HG01798 female SAME124228 CDX Dai-Chinese EAS
HG01799 female SAME124227 CDX Dai-Chinese EAS
HG01800 female SAME124306 CDX Dai-Chinese EAS
HG01801 female SAME124305 CDX Dai-Chinese EAS
HG01802 female SAME124307 CDX Dai-Chinese EAS
HG01804 female SAME124302 CDX Dai-Chinese EAS
HG01805 female SAME124301 CDX Dai-Chinese EAS
HG01806 female SAME124304 CDX Dai-Chinese EAS
HG01807 female SAME124303 CDX Dai-Chinese EAS
HG01808 female SAME124300 CDX Dai-Chinese EAS
HG01809 female SAME124299 CDX Dai-Chinese EAS
HG01810 male SAME124519 CDX Dai-Chinese EAS
HG01811 male SAME125380 CDX Dai-Chinese EAS
HG01812 female SAME124517 CDX Dai-Chinese EAS
HG01813 female SAME124518 CDX Dai-Chinese EAS
HG01815 female SAME124524 CDX Dai-Chinese EAS
HG01816 male SAME124521 CDX Dai-Chinese EAS
HG01817 female SAME124522 CDX Dai-Chinese EAS
HG01840 male SAME123552 KHV Kinh-Vietnamese EAS
HG01841 female SAME123551 KHV Kinh-Vietnamese EAS
HG01842 male SAME123554 KHV Kinh-Vietnamese EAS
HG01843 female SAME123553 KHV Kinh-Vietnamese EAS
HG01844 male SAME123556 KHV Kinh-Vietnamese EAS
HG01845 female SAME123555 KHV Kinh-Vietnamese EAS
HG01846 male SAME123558 KHV Kinh-Vietnamese EAS
HG01847 female SAME123557 KHV Kinh-Vietnamese EAS
HG01848 female SAME123548 KHV Kinh-Vietnamese EAS
HG01849 male SAME125110 KHV Kinh-Vietnamese EAS
HG01850 female SAME123752 KHV Kinh-Vietnamese EAS
HG01851 female SAME123753 KHV Kinh-Vietnamese EAS
HG01852 male SAME123750 KHV Kinh-Vietnamese EAS
HG01853 female SAME123751 KHV Kinh-Vietnamese EAS
HG01855 female SAME123749 KHV Kinh-Vietnamese EAS
HG01857 female SAME123748 KHV Kinh-Vietnamese EAS
HG01858 female SAME123754 KHV Kinh-Vietnamese EAS
HG01859 female SAME123535 KHV Kinh-Vietnamese EAS
HG01860 male SAME123201 KHV Kinh-Vietnamese EAS
HG01861 male SAME123200 KHV Kinh-Vietnamese EAS
HG01862 female SAME123199 KHV Kinh-Vietnamese EAS
HG01863 female SAME123198 KHV Kinh-Vietnamese EAS
HG01864 male SAME123197 KHV Kinh-Vietnamese EAS
HG01865 male SAME123196 KHV Kinh-Vietnamese EAS
HG01866 male SAME123195 KHV Kinh-Vietnamese EAS
HG01867 male SAME123194 KHV Kinh-Vietnamese EAS
HG01868 female SAME123193 KHV Kinh-Vietnamese EAS
HG01869 female SAME123192 KHV Kinh-Vietnamese EAS
HG01870 female SAME123397 KHV Kinh-Vietnamese EAS
HG01871 female SAME123398 KHV Kinh-Vietnamese EAS
HG01872 male SAME123995 KHV Kinh-Vietnamese EAS
HG01873 male SAME123400 KHV Kinh-Vietnamese EAS
HG01874 female SAME123396 KHV Kinh-Vietnamese EAS
HG01878 female SAME123394 KHV Kinh-Vietnamese EAS
HG01879 male SAME1839037 ACB African-Caribbean AFR
HG01880 female SAME1839109 ACB African-Caribbean AFR
HG01882 male SAME122849 ACB African-Caribbean AFR
HG01883 female SAME122848 ACB African-Caribbean AFR
HG01885 male SAME122844 ACB African-Caribbean AFR
HG01886 female SAME122847 ACB African-Caribbean AFR
HG01889 female SAME122851 ACB African-Caribbean AFR
HG01890 male SAME123028 ACB African-Caribbean AFR
HG01892 male SAME123026 PEL Peruvian AMR
HG01893 female SAME123027 PEL Peruvian AMR
HG01894 female SAME1840357 ACB African-Caribbean AFR
HG01896 female SAME1840348 ACB African-Caribbean AFR
HG01912 male SAME1839779 ACB African-Caribbean AFR
HG01914 male SAME1839768 ACB African-Caribbean AFR
HG01915 female SAME1839757 ACB African-Caribbean AFR
HG01917 male SAME123235 PEL Peruvian AMR
HG01918 female SAME123240 PEL Peruvian AMR
HG01920 male SAME123789 PEL Peruvian AMR
HG01921 female SAME123790 PEL Peruvian AMR
HG01923 male SAME123788 PEL Peruvian AMR
HG01924 female SAME123785 PEL Peruvian AMR
HG01926 male SAME123783 PEL Peruvian AMR
HG01927 female SAME123784 PEL Peruvian AMR
HG01932 male SAME123587 PEL Peruvian AMR
HG01933 female SAME123586 PEL Peruvian AMR
HG01935 male SAME123588 PEL Peruvian AMR
HG01936 female SAME123591 PEL Peruvian AMR
HG01938 male SAME123593 PEL Peruvian AMR
HG01939 female SAME123592 PEL Peruvian AMR
HG01941 male SAME124149 PEL Peruvian AMR
HG01942 female SAME124150 PEL Peruvian AMR
HG01944 male SAME124152 PEL Peruvian AMR
HG01945 female SAME124153 PEL Peruvian AMR
HG01947 male SAME124155 PEL Peruvian AMR
HG01948 female SAME124144 PEL Peruvian AMR
HG01950 male SAME123977 PEL Peruvian AMR
HG01951 female SAME123976 PEL Peruvian AMR
HG01953 male SAME123974 PEL Peruvian AMR
HG01954 female SAME123980 PEL Peruvian AMR
HG01956 female SAME123978 ACB African-Caribbean AFR
HG01958 female SAME1839349 ACB African-Caribbean AFR
HG01961 male SAME1839067 PEL Peruvian AMR
HG01965 female SAME1839145 PEL Peruvian AMR
HG01967 male SAME124530 PEL Peruvian AMR
HG01968 female SAME124532 PEL Peruvian AMR
HG01970 male SAME124327 PEL Peruvian AMR
HG01971 female SAME124326 PEL Peruvian AMR
HG01973 female SAME124328 PEL Peruvian AMR
HG01974 male SAME124323 PEL Peruvian AMR
HG01976 female SAME124325 PEL Peruvian AMR
HG01977 male SAME124324 PEL Peruvian AMR
HG01979 male SAME124331 PEL Peruvian AMR
HG01980 female SAME124917 PEL Peruvian AMR
HG01982 male SAME1840111 PEL Peruvian AMR
HG01985 female SAME1840099 ACB African-Caribbean AFR
HG01986 male SAME1840091 ACB African-Caribbean AFR
HG01988 male SAME1840175 ACB African-Caribbean AFR
HG01989 female SAME1840166 ACB African-Caribbean AFR
HG01990 male SAME1840235 ACB African-Caribbean AFR
HG01991 male SAME124743 PEL Peruvian AMR
HG01992 female SAME124742 PEL Peruvian AMR
HG01997 female SAME124740 PEL Peruvian AMR
HG02002 male SAME123618 PEL Peruvian AMR
HG02003 female SAME123619 PEL Peruvian AMR
HG02006 female SAME1840279 PEL Peruvian AMR
HG02008 male SAME123621 PEL Peruvian AMR
HG02009 male SAME123622 ACB African-Caribbean AFR
HG02010 female SAME123444 ACB African-Caribbean AFR
HG02012 female SAME1840403 ACB African-Caribbean AFR
HG02013 male SAME1840396 ACB African-Caribbean AFR
HG02014 male SAME123448 ACB African-Caribbean AFR
HG02016 female SAME123446 KHV Kinh-Vietnamese EAS
HG02017 male SAME123445 KHV Kinh-Vietnamese EAS
HG02019 female SAME123450 KHV Kinh-Vietnamese EAS
HG02020 male SAME125168 KHV Kinh-Vietnamese EAS
HG02023 male SAME125307 KHV Kinh-Vietnamese EAS
HG02025 female SAME125335 KHV Kinh-Vietnamese EAS
HG02026 male SAME125315 KHV Kinh-Vietnamese EAS
HG02028 female SAME124020 KHV Kinh-Vietnamese EAS
HG02029 male SAME124021 KHV Kinh-Vietnamese EAS
HG02031 female SAME1839964 KHV Kinh-Vietnamese EAS
HG02032 male SAME1839959 KHV Kinh-Vietnamese EAS
HG02035 male SAME1840035 KHV Kinh-Vietnamese EAS
HG02040 male SAME1839803 KHV Kinh-Vietnamese EAS
HG02047 male SAME1839772 KHV Kinh-Vietnamese EAS
HG02048 female SAME123772 KHV Kinh-Vietnamese EAS
HG02049 female SAME123773 KHV Kinh-Vietnamese EAS
HG02050 male SAME1839555 KHV Kinh-Vietnamese EAS
HG02051 male SAME1839549 ACB African-Caribbean AFR
HG02052 female SAME1839545 ACB African-Caribbean AFR
HG02053 male SAME1839543 ACB African-Caribbean AFR
HG02054 female SAME1839538 ACB African-Caribbean AFR
HG02057 female SAME124146 KHV Kinh-Vietnamese EAS
HG02058 male SAME125319 KHV Kinh-Vietnamese EAS
HG02060 female SAME1839679 KHV Kinh-Vietnamese EAS
HG02061 male SAME1839676 KHV Kinh-Vietnamese EAS
HG02064 male SAME1839658 KHV Kinh-Vietnamese EAS
HG02067 male SAME1839388 KHV Kinh-Vietnamese EAS
HG02069 female SAME123375 KHV Kinh-Vietnamese EAS
HG02070 male SAME124908 KHV Kinh-Vietnamese EAS
HG02072 female SAME123105 KHV Kinh-Vietnamese EAS
HG02073 male SAME123104 KHV Kinh-Vietnamese EAS
HG02075 female SAME123106 KHV Kinh-Vietnamese EAS
HG02076 male SAME124913 KHV Kinh-Vietnamese EAS
HG02078 female SAME123099 KHV Kinh-Vietnamese EAS
HG02079 male SAME123098 KHV Kinh-Vietnamese EAS
HG02081 female SAME124826 KHV Kinh-Vietnamese EAS
HG02082 male SAME124950 KHV Kinh-Vietnamese EAS
HG02084 female SAME124973 KHV Kinh-Vietnamese EAS
HG02085 male SAME124979 KHV Kinh-Vietnamese EAS
HG02086 female SAME124675 KHV Kinh-Vietnamese EAS
HG02087 female SAME124678 KHV Kinh-Vietnamese EAS
HG02088 male SAME124820 KHV Kinh-Vietnamese EAS
HG02089 female SAME124821 PEL Peruvian AMR
HG02090 male SAME124651 PEL Peruvian AMR
HG02095 female SAME1839064 ACB African-Caribbean AFR
HG02102 female SAME1840155 PEL Peruvian AMR
HG02104 male SAME123874 PEL Peruvian AMR
HG02105 female SAME123873 PEL Peruvian AMR
HG02107 male SAME1840206 ACB African-Caribbean AFR
HG02108 female SAME1840201 ACB African-Caribbean AFR
HG02111 female SAME1839922 ACB African-Caribbean AFR
HG02113 female SAME124044 KHV Kinh-Vietnamese EAS
HG02116 male SAME1839990 KHV Kinh-Vietnamese EAS
HG02121 female SAME123479 KHV Kinh-Vietnamese EAS
HG02122 male SAME123478 KHV Kinh-Vietnamese EAS
HG02127 female SAME123476 KHV Kinh-Vietnamese EAS
HG02128 male SAME123475 KHV Kinh-Vietnamese EAS
HG02130 female SAME1839904 KHV Kinh-Vietnamese EAS
HG02131 male SAME1839896 KHV Kinh-Vietnamese EAS
HG02133 female SAME1839882 KHV Kinh-Vietnamese EAS
HG02134 male SAME1839875 KHV Kinh-Vietnamese EAS
HG02136 female SAME1839865 KHV Kinh-Vietnamese EAS
HG02137 male SAME1839862 KHV Kinh-Vietnamese EAS
HG02138 male SAME123659 KHV Kinh-Vietnamese EAS
HG02139 female SAME123660 KHV Kinh-Vietnamese EAS
HG02140 female SAME124612 KHV Kinh-Vietnamese EAS
HG02141 male SAME124611 KHV Kinh-Vietnamese EAS
HG02142 female SAME124614 KHV Kinh-Vietnamese EAS
HG02143 male SAME1839628 ACB African-Caribbean AFR
HG02144 female SAME1839624 ACB African-Caribbean AFR
HG02146 male SAME1839613 PEL Peruvian AMR
HG02147 female SAME1839700 PEL Peruvian AMR
HG02150 male SAME1839407 PEL Peruvian AMR
HG02151 female SAME1839403 CDX Dai-Chinese EAS
HG02152 female SAME124790 CDX Dai-Chinese EAS
HG02153 female SAME124791 CDX Dai-Chinese EAS
HG02154 female SAME124794 CDX Dai-Chinese EAS
HG02155 female SAME124795 CDX Dai-Chinese EAS
HG02156 female SAME124793 CDX Dai-Chinese EAS
HG02164 female SAME124209 CDX Dai-Chinese EAS
HG02165 female SAME124208 CDX Dai-Chinese EAS
HG02166 female SAME124207 CDX Dai-Chinese EAS
HG02178 female SAME124414 CDX Dai-Chinese EAS
HG02179 female SAME124415 CDX Dai-Chinese EAS
HG02180 female SAME123208 CDX Dai-Chinese EAS
HG02181 female SAME123206 CDX Dai-Chinese EAS
HG02182 female SAME125035 CDX Dai-Chinese EAS
HG02184 female SAME123216 CDX Dai-Chinese EAS
HG02185 female SAME123215 CDX Dai-Chinese EAS
HG02186 female SAME125039 CDX Dai-Chinese EAS
HG02187 female SAME125038 CDX Dai-Chinese EAS
HG02188 female SAME122829 CDX Dai-Chinese EAS
HG02190 female SAME125259 CDX Dai-Chinese EAS
HG02215 female SAME123904 GBR British EUR
HG02219 male SAME1839813 IBS Spanish EUR
HG02220 female SAME123715 IBS Spanish EUR
HG02221 male SAME123716 IBS Spanish EUR
HG02223 female SAME1839584 IBS Spanish EUR
HG02224 male SAME1839579 IBS Spanish EUR
HG02230 female SAME1839383 IBS Spanish EUR
HG02231 male SAME1839376 IBS Spanish EUR
HG02232 female SAME1839374 IBS Spanish EUR
HG02233 male SAME1839370 IBS Spanish EUR
HG02235 female SAME123521 IBS Spanish EUR
HG02236 male SAME123520 IBS Spanish EUR
HG02238 male SAME1839423 IBS Spanish EUR
HG02239 female SAME1839420 IBS Spanish EUR
HG02250 male SAME1839268 CDX Dai-Chinese EAS
HG02252 female SAME1839354 PEL Peruvian AMR
HG02253 male SAME1839347 PEL Peruvian AMR
HG02255 male SAME1839337 ACB African-Caribbean AFR
HG02256 female SAME1839332 ACB African-Caribbean AFR
HG02259 male SAME1839319 PEL Peruvian AMR
HG02260 female SAME1839139 PEL Peruvian AMR
HG02262 male SAME1839128 PEL Peruvian AMR
HG02265 male SAME1839117 PEL Peruvian AMR
HG02266 female SAME1839110 PEL Peruvian AMR
HG02271 male SAME1840319 PEL Peruvian AMR
HG02272 female SAME1840314 PEL Peruvian AMR
HG02274 male SAME1840306 PEL Peruvian AMR
HG02275 female SAME1840376 PEL Peruvian AMR
HG02277 male SAME1840370 PEL Peruvian AMR
HG02278 female SAME1840367 PEL Peruvian AMR
HG02281 male SAME1840094 ACB African-Caribbean AFR
HG02282 female SAME1840177 ACB African-Caribbean AFR
HG02283 male SAME1840173 ACB African-Caribbean AFR
HG02284 male SAME1840168 ACB African-Caribbean AFR
HG02285 male SAME122914 PEL Peruvian AMR
HG02286 female SAME122912 PEL Peruvian AMR
HG02291 male SAME1839948 PEL Peruvian AMR
HG02292 female SAME1839943 PEL Peruvian AMR
HG02298 female SAME1839913 PEL Peruvian AMR
HG02299 male SAME1839994 PEL Peruvian AMR
HG02301 female SAME124280 PEL Peruvian AMR
HG02304 male SAME1839548 PEL Peruvian AMR
HG02307 male SAME1839535 ACB African-Caribbean AFR
HG02308 female SAME1839529 ACB African-Caribbean AFR
HG02309 female SAME1839525 ACB African-Caribbean AFR
HG02312 female SAME1839684 PEL Peruvian AMR
HG02314 male SAME1839674 ACB African-Caribbean AFR
HG02315 female SAME1839666 ACB African-Caribbean AFR
HG02317 male SAME1839656 ACB African-Caribbean AFR
HG02318 female SAME1839391 ACB African-Caribbean AFR
HG02322 female SAME1839444 ACB African-Caribbean AFR
HG02323 male SAME1839440 ACB African-Caribbean AFR
HG02325 female SAME1839521 ACB African-Caribbean AFR
HG02330 male SAME1839237 ACB African-Caribbean AFR
HG02332 male SAME1839315 ACB African-Caribbean AFR
HG02334 male SAME1839307 ACB African-Caribbean AFR
HG02337 female SAME1839296 ACB African-Caribbean AFR
HG02339 female SAME1839288 ACB African-Caribbean AFR
HG02343 male SAME1839091 ACB African-Caribbean AFR
HG02345 female SAME1839081 PEL Peruvian AMR
HG02348 female SAME1839063 PEL Peruvian AMR
HG02351 male SAME1840284 CDX Dai-Chinese EAS
HG02353 male SAME1840276 CDX Dai-Chinese EAS
HG02355 male SAME1840269 CDX Dai-Chinese EAS
HG02356 male SAME1840261 CDX Dai-Chinese EAS
HG02360 male SAME1840391 CDX Dai-Chinese EAS
HG02364 male SAME1840125 CDX Dai-Chinese EAS
HG02367 male SAME1840113 CDX Dai-Chinese EAS
HG02371 male SAME1840180 CDX Dai-Chinese EAS
HG02373 male SAME124104 CDX Dai-Chinese EAS
HG02374 male SAME1840247 CDX Dai-Chinese EAS
HG02375 male SAME1840244 CDX Dai-Chinese EAS
HG02379 male SAME1840217 CDX Dai-Chinese EAS
HG02380 male SAME1840045 CDX Dai-Chinese EAS
HG02382 male SAME1840025 CDX Dai-Chinese EAS
HG02383 male SAME1840019 CDX Dai-Chinese EAS
HG02384 male SAME1840011 CDX Dai-Chinese EAS
HG02385 male SAME1840006 CDX Dai-Chinese EAS
HG02386 male SAME1840001 CDX Dai-Chinese EAS
HG02389 male SAME1840085 CDX Dai-Chinese EAS
HG02390 male SAME1839788 CDX Dai-Chinese EAS
HG02391 male SAME1839784 CDX Dai-Chinese EAS
HG02392 male SAME1839776 CDX Dai-Chinese EAS
HG02394 male SAME123305 CDX Dai-Chinese EAS
HG02395 male SAME1839754 CDX Dai-Chinese EAS
HG02396 male SAME125357 CDX Dai-Chinese EAS
HG02397 male SAME123308 CDX Dai-Chinese EAS
HG02398 male SAME1839845 CDX Dai-Chinese EAS
HG02399 male SAME1839842 CDX Dai-Chinese EAS
HG02401 male SAME1839415 CDX Dai-Chinese EAS
HG02402 male SAME1839412 CDX Dai-Chinese EAS
HG02406 male SAME1839394 CDX Dai-Chinese EAS
HG02407 male SAME1839464 CDX Dai-Chinese EAS
HG02408 male SAME1839461 CDX Dai-Chinese EAS
HG02409 male SAME1839457 CDX Dai-Chinese EAS
HG02410 male SAME1839207 CDX Dai-Chinese EAS
HG02419 female SAME1839244 ACB African-Caribbean AFR
HG02420 male SAME1839320 ACB African-Caribbean AFR
HG02425 female SAME1839043 PEL Peruvian AMR
HG02427 female SAME1839036 ACB African-Caribbean AFR
HG02429 male SAME1839021 ACB African-Caribbean AFR
HG02433 male SAME1839175 ACB African-Caribbean AFR
HG02439 male SAME1840297 ACB African-Caribbean AFR
HG02442 male SAME1840352 ACB African-Caribbean AFR
HG02445 male SAME1840341 ACB African-Caribbean AFR
HG02449 male SAME1840404 ACB African-Caribbean AFR
HG02450 female SAME1840144 ACB African-Caribbean AFR
HG02455 male SAME1840198 ACB African-Caribbean AFR
HG02461 male SAME1839993 GWD Gambian-Mand AFR
HG02462 female SAME1839991 GWD Gambian-Mand AFR
HG02464 male SAME1839978 GWD Gambian-Mand AFR
HG02465 female SAME1839973 GWD Gambian-Mand AFR
HG02470 male SAME1839744 ACB African-Caribbean AFR
HG02471 female SAME1839741 ACB African-Caribbean AFR
HG02476 female SAME1839717 ACB African-Caribbean AFR
HG02477 female SAME1839710 ACB African-Caribbean AFR
HG02479 female SAME1839798 ACB African-Caribbean AFR
HG02481 male SAME1839870 ACB African-Caribbean AFR
HG02484 male SAME1839858 ACB African-Caribbean AFR
HG02485 female SAME1839564 ACB African-Caribbean AFR
HG02489 male SAME1839546 ACB African-Caribbean AFR
HG02490 male SAME1839625 PJL Punjabi SAS
HG02491 female SAME1839617 PJL Punjabi SAS
HG02493 male SAME1839704 PJL Punjabi SAS
HG02494 female SAME1839698 PJL Punjabi SAS
HG02496 male SAME1839688 ACB African-Caribbean AFR
HG02497 female SAME1839682 ACB African-Caribbean AFR
HG02501 male SAME1839281 ACB African-Caribbean AFR
HG02502 female SAME1839272 ACB African-Caribbean AFR
HG02505 female SAME1839351 ACB African-Caribbean AFR
HG02508 female SAME1839334 ACB African-Caribbean AFR
HG02511 female SAME1839150 ACB African-Caribbean AFR
HG02512 male SAME1839146 KHV Kinh-Vietnamese EAS
HG02513 female SAME1839138 KHV Kinh-Vietnamese EAS
HG02521 male SAME1840327 KHV Kinh-Vietnamese EAS
HG02522 female SAME1840326 KHV Kinh-Vietnamese EAS
HG02536 male SAME1840172 ACB African-Caribbean AFR
HG02537 female SAME1840165 ACB African-Caribbean AFR
HG02541 male SAME1840214 ACB African-Caribbean AFR
HG02545 male SAME1839939 ACB African-Caribbean AFR
HG02546 female SAME1839932 ACB African-Caribbean AFR
HG02549 female SAME1839917 ACB African-Caribbean AFR
HG02554 male SAME1840075 ACB African-Caribbean AFR
HG02555 female SAME1840070 ACB African-Caribbean AFR
HG02557 male SAME1840061 ACB African-Caribbean AFR
HG02558 female SAME1840057 ACB African-Caribbean AFR
HG02561 male SAME1839838 GWD Gambian-Mand AFR
HG02562 female SAME1839832 GWD Gambian-Mand AFR
HG02568 female SAME1839899 GWD Gambian-Mand AFR
HG02570 male SAME1839582 GWD Gambian-Mand AFR
HG02571 female SAME1839577 GWD Gambian-Mand AFR
HG02573 male SAME1839567 GWD Gambian-Mand AFR
HG02574 female SAME1839652 GWD Gambian-Mand AFR
HG02577 female SAME1839642 ACB African-Caribbean AFR
HG02580 female SAME1839366 ACB African-Caribbean AFR
HG02582 male SAME1839431 GWD Gambian-Mand AFR
HG02583 female SAME1839429 GWD Gambian-Mand AFR
HG02585 male SAME1839418 GWD Gambian-Mand AFR
HG02586 female SAME1839414 GWD Gambian-Mand AFR
HG02588 male SAME1839404 GWD Gambian-Mand AFR
HG02589 female SAME1839401 GWD Gambian-Mand AFR
HG02594 male SAME1839208 GWD Gambian-Mand AFR
HG02595 female SAME1839204 GWD Gambian-Mand AFR
HG02597 male SAME1839199 PJL Punjabi SAS
HG02600 male SAME1840302 PJL Punjabi SAS
HG02601 female SAME1840293 PJL Punjabi SAS
HG02603 male SAME1840287 PJL Punjabi SAS
HG02604 female SAME1840282 PJL Punjabi SAS
HG02610 male SAME1840405 GWD Gambian-Mand AFR
HG02611 female SAME1840401 GWD Gambian-Mand AFR
HG02613 male SAME1840390 GWD Gambian-Mand AFR
HG02614 female SAME1840385 GWD Gambian-Mand AFR
HG02620 male SAME1840191 GWD Gambian-Mand AFR
HG02621 female SAME1840187 GWD Gambian-Mand AFR
HG02623 male SAME1840182 GWD Gambian-Mand AFR
HG02624 female SAME1840259 GWD Gambian-Mand AFR
HG02628 male SAME1840238 GWD Gambian-Mand AFR
HG02629 female SAME1840230 GWD Gambian-Mand AFR
HG02634 male SAME1840031 GWD Gambian-Mand AFR
HG02635 female SAME1840023 GWD Gambian-Mand AFR
HG02642 male SAME1839792 GWD Gambian-Mand AFR
HG02643 female SAME1839785 GWD Gambian-Mand AFR
HG02645 male SAME1839774 GWD Gambian-Mand AFR
HG02646 female SAME1839770 GWD Gambian-Mand AFR
HG02648 male SAME1839751 PJL Punjabi SAS
HG02649 female SAME1839852 PJL Punjabi SAS
HG02651 male SAME1839544 PJL Punjabi SAS
HG02652 female SAME1839541 PJL Punjabi SAS
HG02654 male SAME1839530 PJL Punjabi SAS
HG02655 female SAME1839526 PJL Punjabi SAS
HG02657 male SAME1839600 PJL Punjabi SAS
HG02658 female SAME1839597 PJL Punjabi SAS
HG02660 male SAME1839672 PJL Punjabi SAS
HG02661 female SAME1839667 PJL Punjabi SAS
HG02666 male SAME1839386 GWD Gambian-Mand AFR
HG02667 female SAME1839384 GWD Gambian-Mand AFR
HG02675 male SAME1839495 GWD Gambian-Mand AFR
HG02676 female SAME1839491 GWD Gambian-Mand AFR
HG02678 male SAME1839477 GWD Gambian-Mand AFR
HG02679 female SAME1839471 GWD Gambian-Mand AFR
HG02681 male SAME1839304 PJL Punjabi SAS
HG02682 female SAME1839300 PJL Punjabi SAS
HG02684 male SAME1839292 PJL Punjabi SAS
HG02685 female SAME1839286 PJL Punjabi SAS
HG02687 male SAME1839270 PJL Punjabi SAS
HG02688 female SAME1839358 PJL Punjabi SAS
HG02690 male SAME1839088 PJL Punjabi SAS
HG02691 female SAME1839084 PJL Punjabi SAS
HG02694 female SAME1839065 PJL Punjabi SAS
HG02696 male SAME1839149 PJL Punjabi SAS
HG02697 female SAME1839142 PJL Punjabi SAS
HG02699 male SAME1839129 PJL Punjabi SAS
HG02700 female SAME1840159 PJL Punjabi SAS
HG02702 male SAME1840149 GWD Gambian-Mand AFR
HG02703 female SAME1840142 GWD Gambian-Mand AFR
HG02715 male SAME1839987 GWD Gambian-Mand AFR
HG02716 female SAME1839981 GWD Gambian-Mand AFR
HG02721 male SAME1839749 GWD Gambian-Mand AFR
HG02722 female SAME1839747 GWD Gambian-Mand AFR
HG02724 male SAME1839740 PJL Punjabi SAS
HG02725 female SAME1839737 PJL Punjabi SAS
HG02727 male SAME1839727 PJL Punjabi SAS
HG02728 female SAME1839722 PJL Punjabi SAS
HG02731 female SAME1839886 PJL Punjabi SAS
HG02733 male SAME1839874 PJL Punjabi SAS
HG02734 female SAME1839869 PJL Punjabi SAS
HG02736 male SAME1839860 PJL Punjabi SAS
HG02737 female SAME1839857 PJL Punjabi SAS
HG02756 male SAME1839454 GWD Gambian-Mand AFR
HG02757 female SAME1839451 GWD Gambian-Mand AFR
HG02759 male SAME1839445 GWD Gambian-Mand AFR
HG02760 female SAME1839267 GWD Gambian-Mand AFR
HG02763 female SAME1839254 GWD Gambian-Mand AFR
HG02768 male SAME1839235 GWD Gambian-Mand AFR
HG02769 female SAME1839231 GWD Gambian-Mand AFR
HG02771 male SAME1839045 GWD Gambian-Mand AFR
HG02772 female SAME1839039 GWD Gambian-Mand AFR
HG02774 male SAME1839028 PJL Punjabi SAS
HG02775 female SAME1839022 PJL Punjabi SAS
HG02778 female SAME1839100 PJL Punjabi SAS
HG02780 male SAME1839169 PJL Punjabi SAS
HG02783 male SAME1839162 PJL Punjabi SAS
HG02784 female SAME1839157 PJL Punjabi SAS
HG02786 male SAME1840292 PJL Punjabi SAS
HG02787 female SAME1840288 PJL Punjabi SAS
HG02789 male SAME1840280 PJL Punjabi SAS
HG02790 female SAME1840345 PJL Punjabi SAS
HG02792 male SAME1840416 PJL Punjabi SAS
HG02793 female SAME1840415 PJL Punjabi SAS
HG02798 male SAME1840387 GWD Gambian-Mand AFR
HG02799 female SAME1840384 GWD Gambian-Mand AFR
HG02804 male SAME1840084 GWD Gambian-Mand AFR
HG02805 female SAME1840081 GWD Gambian-Mand AFR
HG02807 male SAME1840073 GWD Gambian-Mand AFR
HG02808 female SAME1840069 GWD Gambian-Mand AFR
HG02810 male SAME1839854 GWD Gambian-Mand AFR
HG02811 female SAME1839849 GWD Gambian-Mand AFR
HG02813 male SAME1839841 GWD Gambian-Mand AFR
