FID Sex Sample_ID POP_CODE POP_NAME SuperPOP_CODE
NA11830 female SAME124553 CEU CEPH EUR
NA11831 male SAME124552 CEU CEPH EUR
NA11832 female SAME124554 CEU CEPH EUR
NA11840 female SAME125139 CEU CEPH EUR
NA11843 male SAME125140 CEU CEPH EUR
NA11881 male SAME123209 CEU CEPH EUR
NA11892 female SAME123045 CEU CEPH EUR
NA11893 male SAME123044 CEU CEPH EUR
NA11894 female SAME123043 CEU CEPH EUR
NA11918 female SAME123135 CEU CEPH EUR
NA11919 male SAME122834 CEU CEPH EUR
NA11920 female SAME124901 CEU CEPH EUR
NA11930 male SAME125095 CEU CEPH EUR
NA11931 female SAME125096 CEU CEPH EUR
NA11932 male SAME125097 CEU CEPH EUR
NA11933 female SAME125098 CEU CEPH EUR
NA11992 male SAME123964 CEU CEPH EUR
NA11994 male SAME123967 CEU CEPH EUR
NA11995 female SAME123968 CEU CEPH EUR
NA12003 male SAME125142 CEU CEPH EUR
NA12004 female SAME125144 CEU CEPH EUR
NA12005 male SAME125143 CEU CEPH EUR
NA12006 female SAME125145 CEU CEPH EUR
NA12043 male SAME123214 CEU CEPH EUR
NA12044 female SAME123212 CEU CEPH EUR
NA12045 male SAME123211 CEU CEPH EUR
NA12046 female SAME123213 CEU CEPH EUR
NA12058 female SAME123416 CEU CEPH EUR
NA12144 male SAME124156 CEU CEPH EUR
NA12154 male SAME124959 CEU CEPH EUR
NA12155 male SAME124955 CEU CEPH EUR
NA12156 female SAME124952 CEU CEPH EUR
NA12234 female SAME124003 CEU CEPH EUR
NA12249 female SAME125371 CEU CEPH EUR
NA12272 male SAME123231 CEU CEPH EUR
NA12273 female SAME123256 CEU CEPH EUR
NA12275 female SAME125263 CEU CEPH EUR
NA12282 male SAME124640 CEU CEPH EUR
NA12283 female SAME124639 CEU CEPH EUR
NA12286 male SAME124642 CEU CEPH EUR
NA12287 female SAME124641 CEU CEPH EUR
NA12340 male SAME125157 CEU CEPH EUR
NA12341 female SAME125158 CEU CEPH EUR
NA12342 male SAME125155 CEU CEPH EUR
NA12347 male SAME125316 CEU CEPH EUR
NA12348 female SAME125163 CEU CEPH EUR
NA12383 female SAME124384 CEU CEPH EUR
NA12399 male SAME124193 CEU CEPH EUR
NA12400 female SAME123881 CEU CEPH EUR
NA12413 male SAME124055 CEU CEPH EUR
NA12414 female SAME124057 CEU CEPH EUR
NA12489 female SAME125358 CEU CEPH EUR
NA12546 male SAME124777 CEU CEPH EUR
NA12716 male SAME123912 CEU CEPH EUR
NA12717 female SAME123911 CEU CEPH EUR
NA12718 female SAME124454 CEU CEPH EUR
NA12748 male SAME124827 CEU CEPH EUR
NA12749 female SAME124828 CEU CEPH EUR
NA12750 male SAME124646 CEU CEPH EUR
NA12751 female SAME123515 CEU CEPH EUR
NA12760 male SAME124465 CEU CEPH EUR
NA12761 female SAME124466 CEU CEPH EUR
NA12762 male SAME125109 CEU CEPH EUR
NA12763 female SAME123872 CEU CEPH EUR
NA12775 male SAME124257 CEU CEPH EUR
NA12776 female SAME124256 CEU CEPH EUR
NA12777 male SAME125252 CEU CEPH EUR
NA12778 female SAME124249 CEU CEPH EUR
NA12812 male SAME123023 CEU CEPH EUR
NA12813 female SAME123024 CEU CEPH EUR
NA12814 male SAME123021 CEU CEPH EUR
NA12815 female SAME123022 CEU CEPH EUR
NA12827 male SAME125077 CEU CEPH EUR
NA12828 female SAME125076 CEU CEPH EUR
NA12829 male SAME125075 CEU CEPH EUR
NA12830 female SAME125289 CEU CEPH EUR
NA12842 male SAME123542 CEU CEPH EUR
NA12843 female SAME123541 CEU CEPH EUR
NA12872 male SAME123387 CEU CEPH EUR
NA12873 female SAME123388 CEU CEPH EUR
NA12874 male SAME123389 CEU CEPH EUR
NA12878 female SAME123392 CEU CEPH EUR
NA12889 male SAME123951 CEU CEPH EUR
NA12890 female SAME124116 CEU CEPH EUR
NA18486 male SAME124099 YRI Yoruba AFR
NA18488 female SAME124103 YRI Yoruba AFR
NA18489 female SAME124102 YRI Yoruba AFR
NA18498 male SAME124058 YRI Yoruba AFR
NA18499 female SAME124059 YRI Yoruba AFR
NA18501 male SAME124991 YRI Yoruba AFR
NA18502 female SAME125055 YRI Yoruba AFR
NA18504 male SAME125061 YRI Yoruba AFR
NA18505 female SAME125062 YRI Yoruba AFR
NA18507 male SAME125060 YRI Yoruba AFR
NA18508 female SAME124318 YRI Yoruba AFR
NA18510 male SAME124886 YRI Yoruba AFR
NA18511 female SAME124885 YRI Yoruba AFR
NA18516 male SAME124884 YRI Yoruba AFR
NA18517 female SAME124883 YRI Yoruba AFR
NA18519 male SAME124888 YRI Yoruba AFR
NA18520 female SAME123565 YRI Yoruba AFR
NA18522 male SAME124669 YRI Yoruba AFR
NA18523 female SAME124670 YRI Yoruba AFR
NA18525 female SAME124672 CHB Han-Chinese EAS
NA18526 female SAME124673 CHB Han-Chinese EAS
NA18528 female SAME124661 CHB Han-Chinese EAS
NA18530 male SAME124484 CHB Han-Chinese EAS
NA18531 female SAME124483 CHB Han-Chinese EAS
NA18532 female SAME124482 CHB Han-Chinese EAS
NA18533 female SAME124481 CHB Han-Chinese EAS
NA18534 male SAME124488 CHB Han-Chinese EAS
NA18535 female SAME124487 CHB Han-Chinese EAS
NA18536 male SAME124486 CHB Han-Chinese EAS
NA18537 female SAME124485 CHB Han-Chinese EAS
NA18538 female SAME123774 CHB Han-Chinese EAS
NA18539 female SAME124475 CHB Han-Chinese EAS
NA18541 female SAME124270 CHB Han-Chinese EAS
NA18542 female SAME124267 CHB Han-Chinese EAS
NA18543 male SAME124268 CHB Han-Chinese EAS
NA18544 male SAME124265 CHB Han-Chinese EAS
NA18545 female SAME124266 CHB Han-Chinese EAS
NA18546 male SAME124263 CHB Han-Chinese EAS
NA18547 female SAME124264 CHB Han-Chinese EAS
NA18548 male SAME124261 CHB Han-Chinese EAS
NA18549 male SAME124262 CHB Han-Chinese EAS
NA18550 female SAME124087 CHB Han-Chinese EAS
NA18552 female SAME124089 CHB Han-Chinese EAS
NA18553 female SAME124088 CHB Han-Chinese EAS
NA18555 female SAME124090 CHB Han-Chinese EAS
NA18557 male SAME124092 CHB Han-Chinese EAS
NA18558 male SAME124094 CHB Han-Chinese EAS
NA18559 male SAME124093 CHB Han-Chinese EAS
NA18560 female SAME123925 CHB Han-Chinese EAS
NA18561 male SAME123926 CHB Han-Chinese EAS
NA18562 male SAME123927 CHB Han-Chinese EAS
NA18563 male SAME123928 CHB Han-Chinese EAS
NA18564 female SAME123921 CHB Han-Chinese EAS
NA18565 female SAME123922 CHB Han-Chinese EAS
NA18566 female SAME123923 CHB Han-Chinese EAS
NA18567 female SAME123924 CHB Han-Chinese EAS
NA18570 female SAME123741 CHB Han-Chinese EAS
NA18571 female SAME123740 CHB Han-Chinese EAS
NA18572 male SAME123739 CHB Han-Chinese EAS
NA18573 female SAME123738 CHB Han-Chinese EAS
NA18574 female SAME123737 CHB Han-Chinese EAS
NA18577 female SAME123734 CHB Han-Chinese EAS
NA18579 female SAME123742 CHB Han-Chinese EAS
NA18582 female SAME123905 CHB Han-Chinese EAS
NA18591 female SAME123719 CHB Han-Chinese EAS
NA18592 female SAME123721 CHB Han-Chinese EAS
NA18593 female SAME123720 CHB Han-Chinese EAS
NA18595 female SAME123228 CHB Han-Chinese EAS
NA18596 female SAME123718 CHB Han-Chinese EAS
NA18597 female SAME123232 CHB Han-Chinese EAS
NA18599 female SAME123713 CHB Han-Chinese EAS
NA18602 female SAME124876 CHB Han-Chinese EAS
NA18603 male SAME124875 CHB Han-Chinese EAS
NA18605 male SAME124877 CHB Han-Chinese EAS
NA18606 male SAME124879 CHB Han-Chinese EAS
NA18608 male SAME124779 CHB Han-Chinese EAS
NA18609 male SAME124867 CHB Han-Chinese EAS
NA18610 female SAME123222 CHB Han-Chinese EAS
NA18611 male SAME123225 CHB Han-Chinese EAS
NA18612 male SAME125036 CHB Han-Chinese EAS
NA18613 male SAME125037 CHB Han-Chinese EAS
NA18614 female SAME125034 CHB Han-Chinese EAS
NA18615 female SAME123653 CHB Han-Chinese EAS
NA18616 female SAME125032 CHB Han-Chinese EAS
NA18617 female SAME125033 CHB Han-Chinese EAS
NA18618 female SAME125042 CHB Han-Chinese EAS
NA18619 female SAME125043 CHB Han-Chinese EAS
NA18620 male SAME124510 CHB Han-Chinese EAS
NA18621 male SAME124509 CHB Han-Chinese EAS
NA18622 male SAME125260 CHB Han-Chinese EAS
NA18623 male SAME124507 CHB Han-Chinese EAS
NA18624 male SAME124506 CHB Han-Chinese EAS
NA18625 female SAME125253 CHB Han-Chinese EAS
NA18626 female SAME125250 CHB Han-Chinese EAS
NA18627 female SAME124106 CHB Han-Chinese EAS
NA18628 female SAME124502 CHB Han-Chinese EAS
NA18629 male SAME124501 CHB Han-Chinese EAS
NA18630 female SAME124895 CHB Han-Chinese EAS
NA18631 female SAME124056 CHB Han-Chinese EAS
NA18632 male SAME124703 CHB Han-Chinese EAS
NA18633 male SAME124704 CHB Han-Chinese EAS
NA18634 female SAME124697 CHB Han-Chinese EAS
NA18635 male SAME123661 CHB Han-Chinese EAS
NA18636 male SAME124320 CHB Han-Chinese EAS
NA18637 male SAME124700 CHB Han-Chinese EAS
NA18638 male SAME124693 CHB Han-Chinese EAS
NA18639 male SAME124694 CHB Han-Chinese EAS
NA18640 female SAME122980 CHB Han-Chinese EAS
NA18641 female SAME122979 CHB Han-Chinese EAS
NA18642 female SAME122982 CHB Han-Chinese EAS
NA18643 male SAME122981 CHB Han-Chinese EAS
NA18644 female SAME122976 CHB Han-Chinese EAS
NA18645 male SAME122975 CHB Han-Chinese EAS
NA18646 female SAME122978 CHB Han-Chinese EAS
NA18647 male SAME122977 CHB Han-Chinese EAS
NA18648 male SAME122974 CHB Han-Chinese EAS
NA18740 male SAME123917 CHB Han-Chinese EAS
NA18745 male SAME123914 CHB Han-Chinese EAS
NA18747 male SAME123916 CHB Han-Chinese EAS
NA18748 male SAME123909 CHB Han-Chinese EAS
NA18749 male SAME123910 CHB Han-Chinese EAS
NA18757 male SAME123727 CHB Han-Chinese EAS
NA18853 male SAME124733 YRI Yoruba AFR
NA18856 male SAME124736 YRI Yoruba AFR
NA18858 female SAME124730 YRI Yoruba AFR
NA18861 female SAME124905 YRI Yoruba AFR
NA18864 female SAME124903 YRI Yoruba AFR
NA18865 male SAME124902 YRI Yoruba AFR
NA18867 female SAME124904 YRI Yoruba AFR
NA18868 male SAME124910 YRI Yoruba AFR
NA18870 female SAME125101 YRI Yoruba AFR
NA18871 male SAME125102 YRI Yoruba AFR
NA18873 female SAME123536 YRI Yoruba AFR
NA18874 male SAME125105 YRI Yoruba AFR
NA18876 female SAME125103 YRI Yoruba AFR
NA18877 male SAME125104 YRI Yoruba AFR
NA18878 female SAME125107 YRI Yoruba AFR
NA18879 male SAME125108 YRI Yoruba AFR
NA18881 female SAME125308 YRI Yoruba AFR
NA18907 female SAME123563 YRI Yoruba AFR
NA18908 male SAME123560 YRI Yoruba AFR
NA18909 female SAME123561 YRI Yoruba AFR
NA18910 male SAME123402 YRI Yoruba AFR
NA18912 female SAME123404 YRI Yoruba AFR
NA18915 male SAME123405 YRI Yoruba AFR
NA18916 female SAME123408 YRI Yoruba AFR
NA18917 male SAME123407 YRI Yoruba AFR
NA18923 male SAME123205 YRI Yoruba AFR
NA18924 female SAME123202 YRI Yoruba AFR
NA18933 female SAME123037 YRI Yoruba AFR
NA18934 male SAME123036 YRI Yoruba AFR
NA18939 female SAME123041 JPT Japanese EAS
NA18940 male SAME124310 JPT Japanese EAS
NA18941 female SAME124311 JPT Japanese EAS
NA18942 female SAME124308 JPT Japanese EAS
NA18943 male SAME124309 JPT Japanese EAS
NA18944 male SAME124314 JPT Japanese EAS
NA18945 male SAME124315 JPT Japanese EAS
NA18946 female SAME124312 JPT Japanese EAS
NA18947 female SAME124313 JPT Japanese EAS
NA18948 male SAME124316 JPT Japanese EAS
NA18949 female SAME124317 JPT Japanese EAS
NA18950 female SAME124112 JPT Japanese EAS
NA18951 female SAME124111 JPT Japanese EAS
NA18952 male SAME124114 JPT Japanese EAS
NA18953 male SAME124113 JPT Japanese EAS
NA18954 female SAME124108 JPT Japanese EAS
NA18956 female SAME124110 JPT Japanese EAS
NA18957 female SAME124109 JPT Japanese EAS
NA18959 male SAME124115 JPT Japanese EAS
NA18960 male SAME123956 JPT Japanese EAS
NA18961 male SAME123957 JPT Japanese EAS
NA18962 male SAME123958 JPT Japanese EAS
NA18963 female SAME123959 JPT Japanese EAS
NA18964 female SAME123960 JPT Japanese EAS
NA18965 male SAME123961 JPT Japanese EAS
NA18966 male SAME123962 JPT Japanese EAS
NA18967 male SAME123963 JPT Japanese EAS
NA18968 female SAME123953 JPT Japanese EAS
NA18969 female SAME123954 JPT Japanese EAS
NA18970 male SAME123764 JPT Japanese EAS
NA18971 male SAME123763 JPT Japanese EAS
NA18972 female SAME123762 JPT Japanese EAS
NA18973 female SAME123761 JPT Japanese EAS
NA18974 male SAME123768 JPT Japanese EAS
NA18975 female SAME123767 JPT Japanese EAS
NA18976 female SAME123766 JPT Japanese EAS
NA18977 male SAME123765 JPT Japanese EAS
NA18978 female SAME123760 JPT Japanese EAS
NA18979 female SAME123759 JPT Japanese EAS
NA18980 female SAME123527 JPT Japanese EAS
NA18981 female SAME123426 JPT Japanese EAS
NA18982 male SAME125073 JPT Japanese EAS
NA18983 male SAME125074 JPT Japanese EAS
NA18984 male SAME125071 JPT Japanese EAS
NA18985 male SAME123413 JPT Japanese EAS
NA18986 male SAME125069 JPT Japanese EAS
NA18987 female SAME125070 JPT Japanese EAS
NA18988 male SAME125078 JPT Japanese EAS
NA18989 male SAME125079 JPT Japanese EAS
NA18990 male SAME124893 JPT Japanese EAS
NA18991 female SAME124892 JPT Japanese EAS
NA18992 female SAME124983 JPT Japanese EAS
NA18993 female SAME124894 JPT Japanese EAS
NA18994 male SAME124897 JPT Japanese EAS
NA18995 male SAME124896 JPT Japanese EAS
NA18997 female SAME124898 JPT Japanese EAS
NA18998 female SAME124891 JPT Japanese EAS
NA18999 female SAME124890 JPT Japanese EAS
NA19000 male SAME124477 JPT Japanese EAS
NA19001 female SAME124478 JPT Japanese EAS
NA19002 female SAME124479 JPT Japanese EAS
NA19003 female SAME124480 JPT Japanese EAS
NA19004 male SAME124473 JPT Japanese EAS
NA19005 male SAME124474 JPT Japanese EAS
NA19006 male SAME125119 JPT Japanese EAS
NA19007 male SAME124476 JPT Japanese EAS
NA19009 male SAME125133 JPT Japanese EAS
NA19010 female SAME123989 JPT Japanese EAS
NA19011 female SAME124512 JPT Japanese EAS
NA19012 male SAME124260 JPT Japanese EAS
NA19017 female SAME124259 LWK Luhya AFR
NA19019 female SAME124000 LWK Luhya AFR
NA19020 male SAME124855 LWK Luhya AFR
NA19023 female SAME124854 LWK Luhya AFR
NA19024 female SAME124851 LWK Luhya AFR
NA19025 male SAME124852 LWK Luhya AFR
NA19026 male SAME124849 LWK Luhya AFR
NA19027 male SAME124850 LWK Luhya AFR
NA19028 male SAME124848 LWK Luhya AFR
NA19030 female SAME123544 LWK Luhya AFR
NA19031 male SAME123543 LWK Luhya AFR
NA19035 male SAME124664 LWK Luhya AFR
NA19036 female SAME124666 LWK Luhya AFR
NA19037 female SAME124665 LWK Luhya AFR
NA19038 female SAME124668 LWK Luhya AFR
NA19041 male SAME125241 LWK Luhya AFR
NA19042 female SAME125242 LWK Luhya AFR
NA19043 male SAME125243 LWK Luhya AFR
NA19054 female SAME125028 JPT Japanese EAS
NA19055 male SAME125027 JPT Japanese EAS
NA19056 male SAME125026 JPT Japanese EAS
NA19057 female SAME125025 JPT Japanese EAS
NA19058 male SAME125024 JPT Japanese EAS
NA19059 female SAME125023 JPT Japanese EAS
NA19060 male SAME123007 JPT Japanese EAS
NA19062 male SAME123005 JPT Japanese EAS
NA19063 male SAME123006 JPT Japanese EAS
NA19064 female SAME123010 JPT Japanese EAS
NA19065 female SAME123011 JPT Japanese EAS
NA19066 male SAME123008 JPT Japanese EAS
NA19067 male SAME123835 JPT Japanese EAS
NA19068 male SAME123012 JPT Japanese EAS
NA19070 male SAME122820 JPT Japanese EAS
NA19072 male SAME122822 JPT Japanese EAS
NA19074 female SAME122817 JPT Japanese EAS
NA19075 male SAME122816 JPT Japanese EAS
NA19076 male SAME122819 JPT Japanese EAS
NA19077 female SAME122818 JPT Japanese EAS
NA19078 female SAME122824 JPT Japanese EAS
NA19079 male SAME122823 JPT Japanese EAS
NA19080 female SAME125313 JPT Japanese EAS
NA19081 female SAME123369 JPT Japanese EAS
NA19082 male SAME123370 JPT Japanese EAS
NA19083 male SAME123371 JPT Japanese EAS
NA19084 female SAME123364 JPT Japanese EAS
NA19085 male SAME123365 JPT Japanese EAS
NA19086 male SAME123366 JPT Japanese EAS
NA19087 female SAME123367 JPT Japanese EAS
NA19088 male SAME123360 JPT Japanese EAS
NA19089 male SAME123649 JPT Japanese EAS
NA19090 female SAME123175 JPT Japanese EAS
NA19091 male SAME123174 JPT Japanese EAS
NA19092 male SAME123173 YRI Yoruba AFR
NA19093 female SAME123172 YRI Yoruba AFR
NA19095 female SAME123170 YRI Yoruba AFR
NA19096 male SAME123662 YRI Yoruba AFR
NA19098 male SAME123633 YRI Yoruba AFR
NA19099 female SAME125240 YRI Yoruba AFR
NA19102 female SAME125112 YRI Yoruba AFR
NA19107 male SAME123393 YRI Yoruba AFR
NA19108 female SAME125378 YRI Yoruba AFR
NA19113 male SAME123838 YRI Yoruba AFR
NA19114 female SAME122953 YRI Yoruba AFR
NA19116 female SAME124911 YRI Yoruba AFR
NA19117 male SAME124914 YRI Yoruba AFR
NA19118 female SAME122943 YRI Yoruba AFR
NA19119 male SAME122944 YRI Yoruba AFR
NA19121 male SAME125015 YRI Yoruba AFR
NA19129 female SAME125021 YRI Yoruba AFR
NA19130 male SAME125229 YRI Yoruba AFR
NA19131 female SAME125230 YRI Yoruba AFR
NA19137 female SAME125235 YRI Yoruba AFR
NA19138 male SAME125236 YRI Yoruba AFR
NA19141 male SAME124607 YRI Yoruba AFR
NA19143 female SAME124609 YRI Yoruba AFR
NA19144 male SAME123373 YRI Yoruba AFR
NA19146 male SAME125080 YRI Yoruba AFR
NA19147 female SAME124613 YRI Yoruba AFR
NA19149 female SAME124605 YRI Yoruba AFR
NA19152 female SAME123017 YRI Yoruba AFR
NA19153 male SAME123019 YRI Yoruba AFR
NA19159 female SAME124716 YRI Yoruba AFR
NA19160 male SAME123758 YRI Yoruba AFR
NA19171 male SAME124419 YRI Yoruba AFR
NA19172 female SAME124420 YRI Yoruba AFR
NA19175 male SAME124887 YRI Yoruba AFR
NA19184 male SAME123859 YRI Yoruba AFR
NA19185 female SAME123858 YRI Yoruba AFR
NA19189 male SAME123869 YRI Yoruba AFR
NA19190 female SAME124041 YRI Yoruba AFR
NA19197 female SAME125309 YRI Yoruba AFR
NA19198 male SAME124049 YRI Yoruba AFR
NA19200 male SAME122989 YRI Yoruba AFR
NA19201 female SAME122990 YRI Yoruba AFR
NA19204 female SAME122985 YRI Yoruba AFR
NA19206 female SAME122983 YRI Yoruba AFR
NA19207 male SAME122984 YRI Yoruba AFR
NA19209 female SAME122994 YRI Yoruba AFR
NA19210 male SAME125383 YRI Yoruba AFR
NA19213 male SAME125384 YRI Yoruba AFR
NA19214 female SAME125386 YRI Yoruba AFR
NA19222 female SAME124147 YRI Yoruba AFR
NA19223 male SAME125223 YRI Yoruba AFR
NA19225 female SAME125218 YRI Yoruba AFR
NA19235 female SAME125002 YRI Yoruba AFR
NA19236 male SAME125001 YRI Yoruba AFR
NA19238 female SAME124999 YRI Yoruba AFR
NA19239 male SAME125081 YRI Yoruba AFR
NA19247 female SAME123691 YRI Yoruba AFR
NA19248 male SAME123681 YRI Yoruba AFR
NA19256 male SAME124707 YRI Yoruba AFR
NA19257 female SAME123495 YRI Yoruba AFR
NA19307 male SAME124981 LWK Luhya AFR
NA19308 male SAME124985 LWK Luhya AFR
NA19309 male SAME124984 LWK Luhya AFR
NA19310 female SAME123449 LWK Luhya AFR
NA19312 male SAME123315 LWK Luhya AFR
NA19314 female SAME123309 LWK Luhya AFR
NA19315 female SAME123310 LWK Luhya AFR
NA19316 female SAME123311 LWK Luhya AFR
NA19317 male SAME123312 LWK Luhya AFR
NA19318 male SAME124753 LWK Luhya AFR
NA19319 male SAME123438 LWK Luhya AFR
NA19320 female SAME124570 LWK Luhya AFR
NA19321 female SAME124569 LWK Luhya AFR
NA19323 female SAME123471 LWK Luhya AFR
NA19324 female SAME123472 LWK Luhya AFR
NA19327 female SAME123473 LWK Luhya AFR
NA19328 female SAME123463 LWK Luhya AFR
NA19331 male SAME123250 LWK Luhya AFR
NA19332 female SAME123723 LWK Luhya AFR
NA19334 male SAME123722 LWK Luhya AFR
NA19338 female SAME123274 LWK Luhya AFR
NA19346 male SAME124341 LWK Luhya AFR
NA19347 male SAME124340 LWK Luhya AFR
NA19350 male SAME122853 LWK Luhya AFR
NA19351 female SAME122854 LWK Luhya AFR
NA19355 female SAME124077 LWK Luhya AFR
NA19360 male SAME124915 LWK Luhya AFR
NA19372 male SAME125100 LWK Luhya AFR
NA19374 male SAME125115 LWK Luhya AFR
NA19375 male SAME125116 LWK Luhya AFR
NA19376 male SAME124469 LWK Luhya AFR
NA19377 female SAME124470 LWK Luhya AFR
NA19378 female SAME125091 LWK Luhya AFR
NA19379 female SAME125092 LWK Luhya AFR
NA19380 male SAME124276 LWK Luhya AFR
NA19383 male SAME124273 LWK Luhya AFR
NA19384 male SAME124272 LWK Luhya AFR
NA19385 male SAME124271 LWK Luhya AFR
NA19390 female SAME124493 LWK Luhya AFR
NA19391 female SAME124494 LWK Luhya AFR
NA19393 male SAME124496 LWK Luhya AFR
NA19394 male SAME124489 LWK Luhya AFR
NA19395 female SAME124490 LWK Luhya AFR
NA19397 male SAME124492 LWK Luhya AFR
NA19399 female SAME124498 LWK Luhya AFR
NA19401 female SAME123634 LWK Luhya AFR
NA19403 female SAME123636 LWK Luhya AFR
NA19404 female SAME123637 LWK Luhya AFR
NA19428 male SAME124036 LWK Luhya AFR
NA19429 male SAME124037 LWK Luhya AFR
NA19430 male SAME123854 LWK Luhya AFR
NA19431 female SAME123853 LWK Luhya AFR
NA19434 female SAME123850 LWK Luhya AFR
NA19435 female SAME123849 LWK Luhya AFR
NA19436 female SAME123852 LWK Luhya AFR
NA19437 female SAME123851 LWK Luhya AFR
NA19438 female SAME123848 LWK Luhya AFR
NA19439 female SAME123847 LWK Luhya AFR
NA19440 female SAME122951 LWK Luhya AFR
NA19443 male SAME122954 LWK Luhya AFR
NA19445 female SAME122948 LWK Luhya AFR
NA19446 female SAME122949 LWK Luhya AFR
NA19448 male SAME122945 LWK Luhya AFR
NA19449 female SAME122946 LWK Luhya AFR
NA19451 male SAME125415 LWK Luhya AFR
NA19452 male SAME125414 LWK Luhya AFR
NA19454 male SAME125412 LWK Luhya AFR
NA19455 male SAME125411 LWK Luhya AFR
NA19456 female SAME125410 LWK Luhya AFR
NA19457 female SAME125409 LWK Luhya AFR
NA19461 male SAME123298 LWK Luhya AFR
NA19462 female SAME123296 LWK Luhya AFR
NA19463 female SAME123297 LWK Luhya AFR
NA19466 male SAME123294 LWK Luhya AFR
NA19467 female SAME123295 LWK Luhya AFR
NA19468 female SAME123299 LWK Luhya AFR
NA19471 female SAME123117 LWK Luhya AFR
NA19472 female SAME123120 LWK Luhya AFR
NA19473 female SAME123119 LWK Luhya AFR
NA19474 female SAME123122 LWK Luhya AFR
NA19475 female SAME123121 LWK Luhya AFR
NA19625 female SAME123655 ASW African-American AFR
NA19648 female SAME123307 MXL Mexican-American AMR
NA19649 male SAME123442 MXL Mexican-American AMR
NA19651 female SAME123123 MXL Mexican-American AMR
NA19652 male SAME124978 MXL Mexican-American AMR
NA19654 female SAME123128 MXL Mexican-American AMR
NA19655 male SAME124980 MXL Mexican-American AMR
NA19657 female SAME123129 MXL Mexican-American AMR
NA19658 male SAME123132 MXL Mexican-American AMR
NA19661 male SAME122959 MXL Mexican-American AMR
NA19663 female SAME122961 MXL Mexican-American AMR
NA19664 male SAME122955 MXL Mexican-American AMR
NA19669 female SAME123903 MXL Mexican-American AMR
NA19670 male SAME122795 MXL Mexican-American AMR
NA19676 male SAME122790 MXL Mexican-American AMR
NA19678 female SAME122797 MXL Mexican-American AMR
NA19679 male SAME122796 MXL Mexican-American AMR
NA19681 female SAME122938 MXL Mexican-American AMR
NA19682 male SAME122935 MXL Mexican-American AMR
NA19684 female SAME122941 MXL Mexican-American AMR
NA19700 male SAME124233 ASW African-American AFR
NA19701 female SAME124232 ASW African-American AFR
NA19703 male SAME124230 ASW African-American AFR
NA19704 female SAME124236 ASW African-American AFR
NA19707 female SAME124234 ASW African-American AFR
NA19711 male SAME124446 ASW African-American AFR
NA19712 female SAME124447 ASW African-American AFR
NA19713 female SAME124448 ASW African-American AFR
NA19716 female SAME124450 MXL Mexican-American AMR
NA19717 male SAME124451 MXL Mexican-American AMR
NA19719 female SAME124445 MXL Mexican-American AMR
NA19720 male SAME124118 MXL Mexican-American AMR
NA19722 female SAME124696 MXL Mexican-American AMR
NA19723 male SAME124695 MXL Mexican-American AMR
NA19725 female SAME124689 MXL Mexican-American AMR
NA19726 male SAME124692 MXL Mexican-American AMR
NA19728 female SAME124702 MXL Mexican-American AMR
NA19729 male SAME124701 MXL Mexican-American AMR
NA19731 female SAME124870 MXL Mexican-American AMR
NA19732 male SAME124778 MXL Mexican-American AMR
NA19734 female SAME124873 MXL Mexican-American AMR
NA19735 male SAME124874 MXL Mexican-American AMR
NA19740 female SAME124719 MXL Mexican-American AMR
NA19741 male SAME124718 MXL Mexican-American AMR
NA19746 female SAME123502 MXL Mexican-American AMR
NA19747 male SAME123501 MXL Mexican-American AMR
NA19749 female SAME124726 MXL Mexican-American AMR
NA19750 male SAME123698 MXL Mexican-American AMR
NA19752 female SAME123700 MXL Mexican-American AMR
NA19755 female SAME123695 MXL Mexican-American AMR
NA19756 male SAME123696 MXL Mexican-American AMR
NA19758 female SAME123706 MXL Mexican-American AMR
NA19759 male SAME123707 MXL Mexican-American AMR
NA19761 female SAME123894 MXL Mexican-American AMR
NA19762 male SAME123897 MXL Mexican-American AMR
NA19764 female SAME123898 MXL Mexican-American AMR
NA19770 female SAME124068 MXL Mexican-American AMR
NA19771 male SAME124069 MXL Mexican-American AMR
NA19773 female SAME124067 MXL Mexican-American AMR
NA19774 male SAME124064 MXL Mexican-American AMR
NA19776 female SAME124062 MXL Mexican-American AMR
NA19777 male SAME124063 MXL Mexican-American AMR
NA19779 female SAME124061 MXL Mexican-American AMR
NA19780 male SAME123147 MXL Mexican-American AMR
NA19782 female SAME123145 MXL Mexican-American AMR
NA19783 male SAME123144 MXL Mexican-American AMR
NA19785 female SAME123150 MXL Mexican-American AMR
NA19786 male SAME123149 MXL Mexican-American AMR
NA19788 female SAME123153 MXL Mexican-American AMR
NA19789 male SAME123152 MXL Mexican-American AMR
NA19792 male SAME123327 MXL Mexican-American AMR
NA19794 female SAME123328 MXL Mexican-American AMR
NA19795 male SAME123329 MXL Mexican-American AMR
NA19818 male SAME124677 ASW African-American AFR
NA19819 female SAME124676 ASW African-American AFR
NA19834 male SAME125030 ASW African-American AFR
NA19835 female SAME125029 ASW African-American AFR
NA19900 male SAME125050 ASW African-American AFR
NA19901 female SAME125049 ASW African-American AFR
NA19904 male SAME125047 ASW African-American AFR
NA19908 male SAME125053 ASW African-American AFR
NA19909 female SAME125052 ASW African-American AFR
NA19913 female SAME124432 ASW African-American AFR
NA19914 female SAME125273 ASW African-American AFR
NA19916 male SAME125271 ASW African-American AFR
NA19917 female SAME125272 ASW African-American AFR
